"Departamento","Código Departamento","Municipio","Código Municipio","Programa","Año de asignacion","No. SFV Asignados","Valor Asignado","Tipo de suelo"
"NARIÑO","52","LEIVA","52,405","MEJORAMIENTO","2,025","12","463,710,000","RURAL"
"NARIÑO","52","LOS ANDES","52,418","MEJORAMIENTO","2,025","18","669,942,000","RURAL"
"NARIÑO","52","MALLAMA","52,435","MEJORAMIENTO","2,025","8","187,200,000","RURAL"
"NARIÑO","52","PASTO","52,001","MEJORAMIENTO","2,024","106","1,806,920,550","RURAL"
"NARIÑO","52","PASTO","52,001","MEJORAMIENTO","2,025","126","2,363,944,928","RURAL"
"NARIÑO","52","POTOSÍ","52,560","MEJORAMIENTO","2,025","6","140,400,000","RURAL"
"NARIÑO","52","PUERRES","52,573","MEJORAMIENTO","2,025","2","46,800,000","RURAL"
"NARIÑO","52","PUPIALES","52,585","MEJORAMIENTO","2,025","6","140,400,000","RURAL"
"NARIÑO","52","RICAURTE","52,612","MEJORAMIENTO","2,025","18","544,206,000","RURAL"
"NARIÑO","52","SAMANIEGO","52,678","MEJORAMIENTO","2,025","13","304,200,000","RURAL"
"NARIÑO","52","SAN ANDRÉS DE TUMACO","52,835","MEJORAMIENTO","2,024","157","3,469,774,525","RURAL"
"NARIÑO","52","SAN ANDRÉS DE TUMACO","52,835","MEJORAMIENTO","2,025","228","5,769,757,823","RURAL"
"NARIÑO","52","SAN PABLO","52,693","MEJORAMIENTO","2,025","10","234,000,000","RURAL"
"NARIÑO","52","SANDONÁ","52,683","MEJORAMIENTO","2,025","13","304,200,000","RURAL"
"NARIÑO","52","SAPUYES","52,720","MEJORAMIENTO","2,025","11","257,400,000","RURAL"
"NARIÑO","52","TANGUA","52,788","MEJORAMIENTO","2,025","6","140,400,000","RURAL"
"NARIÑO","52","TÚQUERRES","52,838","MEJORAMIENTO","2,024","54","1,255,800,000","RURAL"
"NARIÑO","52","TÚQUERRES","52,838","MEJORAMIENTO","2,025","132","3,018,600,000","RURAL"
"NARIÑO","52","YACUANQUER","52,885","MEJORAMIENTO","2,025","18","421,200,000","RURAL"
"NORTE DE SANTANDER","54","CONVENCIÓN","54,206","MEJORAMIENTO","2,025","21","782,080,988","RURAL"
"NORTE DE SANTANDER","54","HACARÍ","54,344","MEJORAMIENTO","2,025","22","798,293,200","RURAL"
"NORTE DE SANTANDER","54","LABATECA","54,377","MEJORAMIENTO","2,025","4","93,600,000","RURAL"
"NORTE DE SANTANDER","54","PUERTO SANTANDER","54,553","MEJORAMIENTO","2,025","4","93,600,000","RURAL"
"NORTE DE SANTANDER","54","SAN CALIXTO","54,670","MEJORAMIENTO","2,025","21","777,751,588","RURAL"
"NORTE DE SANTANDER","54","SAN JOSÉ DE CÚCUTA","54,001","MEJORAMIENTO","2,024","153","3,907,640,000","RURAL"
"NORTE DE SANTANDER","54","SARDINATA","54,720","MEJORAMIENTO","2,025","17","621,227,000","RURAL"
"NORTE DE SANTANDER","54","TEORAMA","54,800","MEJORAMIENTO","2,025","100","2,627,027,947","RURAL"
"NORTE DE SANTANDER","54","TIBÚ","54,810","MEJORAMIENTO","2,025","16","602,325,314","RURAL"
"PUTUMAYO","86","PUERTO ASÍS","86,568","MEJORAMIENTO","2,025","10","260,000,000","RURAL"
"PUTUMAYO","86","PUERTO GUZMÁN","86,571","MEJORAMIENTO","2,025","5","127,153,631","RURAL"
"PUTUMAYO","86","VILLAGARZÓN","86,885","MEJORAMIENTO","2,024","2","77,906,454","RURAL"
"PUTUMAYO","86","VILLAGARZÓN","86,885","MEJORAMIENTO","2,025","72","2,239,690,000","RURAL"
"QUINDÍO","63","BUENAVISTA","63,111","MEJORAMIENTO","2,025","10","212,940,000","RURAL"
"QUINDÍO","63","CALARCÁ","63,130","MEJORAMIENTO","2,025","10","163,800,000","RURAL"
"QUINDÍO","63","CIRCASIA","63,190","MEJORAMIENTO","2,025","10","234,000,000","RURAL"
"QUINDÍO","63","CÓRDOBA","63,212","MEJORAMIENTO","2,025","10","163,800,000","RURAL"
"QUINDÍO","63","FILANDIA","63,272","MEJORAMIENTO","2,025","10","234,000,000","RURAL"
"QUINDÍO","63","GÉNOVA","63,302","MEJORAMIENTO","2,025","15","315,900,000","RURAL"
"QUINDÍO","63","LA TEBAIDA","63,401","MEJORAMIENTO","2,025","10","163,800,000","RURAL"
"QUINDÍO","63","PIJAO","63,548","MEJORAMIENTO","2,025","10","212,940,000","RURAL"
"QUINDÍO","63","SALENTO","63,690","MEJORAMIENTO","2,025","15","245,700,000","RURAL"
"RISARALDA","66","PEREIRA","66,001","MEJORAMIENTO","2,024","65","1,658,800,000","RURAL"
"RISARALDA","66","PEREIRA","66,001","MEJORAMIENTO","2,025","3","76,560,000","RURAL"
"SANTANDER","68","BUCARAMANGA","68,001","MEJORAMIENTO","2,024","81","2,067,120,000","RURAL"
"SANTANDER","68","BUCARAMANGA","68,001","MEJORAMIENTO","2,025","4","102,080,000","RURAL"
"SANTANDER","68","CERRITO","68,162","MEJORAMIENTO","2,025","23","411,840,000","RURAL"
"SANTANDER","68","CHIMA","68,176","MEJORAMIENTO","2,025","23","468,000,000","RURAL"
"SANTANDER","68","CIMITARRA","68,190","MEJORAMIENTO","2,025","14","229,320,000","RURAL"
"SANTANDER","68","COROMORO","68,217","MEJORAMIENTO","2,025","23","383,760,000","RURAL"
"SANTANDER","68","FLORIDABLANCA","68,276","MEJORAMIENTO","2,024","44","1,122,880,000","RURAL"
"SANTANDER","68","FLORIDABLANCA","68,276","MEJORAMIENTO","2,025","5","127,600,000","RURAL"
"SANTANDER","68","GUAVATÁ","68,324","MEJORAMIENTO","2,025","19","388,440,000","RURAL"
"SANTANDER","68","LA PAZ","68,397","MEJORAMIENTO","2,025","23","411,840,000","RURAL"
"SANTANDER","68","PALMAS DEL SOCORRO","68,524","MEJORAMIENTO","2,025","23","397,800,000","RURAL"
"SANTANDER","68","PÁRAMO","68,533","MEJORAMIENTO","2,025","22","514,800,000","RURAL"
"SANTANDER","68","PUERTO PARRA","68,573","MEJORAMIENTO","2,025","19","423,540,000","RURAL"
"SANTANDER","68","SUAITA","68,770","MEJORAMIENTO","2,025","22","395,460,000","RURAL"
"SANTANDER","68","TONA","68,820","MEJORAMIENTO","2,025","22","381,420,000","RURAL"
"SUCRE","70","BUENAVISTA","70,110","MEJORAMIENTO","2,025","17","278,460,000","RURAL"
"SUCRE","70","CHALÁN","70,230","MEJORAMIENTO","2,025","23","538,200,000","RURAL"
"SUCRE","70","COLOSÓ","70,204","MEJORAMIENTO","2,025","93","2,176,200,000","RURAL"
"SUCRE","70","LOS PALMITOS","70,418","MEJORAMIENTO","2,024","4","114,400,000","RURAL"
"SUCRE","70","LOS PALMITOS","70,418","MEJORAMIENTO","2,025","186","4,475,096,668","RURAL"
"SUCRE","70","MAJAGUAL","70,429","MEJORAMIENTO","2,025","71","1,661,400,000","RURAL"
"SUCRE","70","MORROA","70,473","MEJORAMIENTO","2,024","18","502,480,000","RURAL"
"SUCRE","70","MORROA","70,473","MEJORAMIENTO","2,025","71","1,698,982,420","RURAL"
"SUCRE","70","PALMITO","70,523","MEJORAMIENTO","2,024","19","543,400,000","RURAL"
"SUCRE","70","PALMITO","70,523","MEJORAMIENTO","2,025","6","167,609,418","RURAL"
"SUCRE","70","SAN JOSÉ DE TOLUVIEJO","70,823","MEJORAMIENTO","2,024","17","486,200,000","RURAL"
"SUCRE","70","SAN JOSÉ DE TOLUVIEJO","70,823","MEJORAMIENTO","2,025","199","4,712,973,054","RURAL"
"SUCRE","70","SAN MARCOS","70,708","MEJORAMIENTO","2,025","4","93,600,000","RURAL"
"SUCRE","70","SAN ONOFRE","70,713","MEJORAMIENTO","2,025","31","725,400,000","RURAL"
"SUCRE","70","SANTIAGO DE TOLÚ","70,820","MEJORAMIENTO","2,025","17","397,800,000","RURAL"
"SUCRE","70","SINCELEJO","70,001","MEJORAMIENTO","2,024","154","3,930,080,000","RURAL"
"SUCRE","70","SINCELEJO","70,001","MEJORAMIENTO","2,025","38","891,320,000","RURAL"
"TOLIMA","73","ORTEGA","73,504","MEJORAMIENTO","2,025","4","93,594,813","RURAL"
"TOLIMA","73","RIOBLANCO","73,616","MEJORAMIENTO","2,025","13","452,477,000","RURAL"
"VALLE DEL CAUCA","76","BOLÍVAR","76,100","MEJORAMIENTO","2,025","2","43,959,888","RURAL"
"VALLE DEL CAUCA","76","BUENAVENTURA","76,109","MEJORAMIENTO","2,025","1","23,400,000","RURAL"
"VALLE DEL CAUCA","76","DAGUA","76,233","MEJORAMIENTO","2,025","1","21,979,944","RURAL"
"VALLE DEL CAUCA","76","EL ÁGUILA","76,243","MEJORAMIENTO","2,025","12","263,759,328","RURAL"
"VALLE DEL CAUCA","76","EL DOVIO","76,250","MEJORAMIENTO","2,024","3","70,200,000","RURAL"
"VALLE DEL CAUCA","76","EL DOVIO","76,250","MEJORAMIENTO","2,025","7","183,179,944","RURAL"
"VALLE DEL CAUCA","76","FLORIDA","76,275","MEJORAMIENTO","2,025","6","131,879,664","RURAL"
"VALLE DEL CAUCA","76","ROLDANILLO","76,622","MEJORAMIENTO","2,025","5","109,899,720","RURAL"
"AMAZONAS","91","LETICIA","91,001","CMC","2,025","39","519,480,000","URBANO"
"ANTIOQUIA","5","APARTADÓ","5,045","CMC","2,025","130","1,923,990,684","URBANO"
"ANTIOQUIA","5","BELLO","5,088","CDVD","2,022","319","3,387,065,760","URBANO"
"ANTIOQUIA","5","BETANIA","5,091","CMC","2,025","45","583,843,725","URBANO"
"ANTIOQUIA","5","BETULIA","5,093","CMC","2,025","40","624,000,000","URBANO"
"ANTIOQUIA","5","CÁCERES","5,120","CMC","2,024","14","217,790,962","URBANO"
"ANTIOQUIA","5","CÁCERES","5,120","CMC","2,025","89","1,256,950,141","URBANO"
"ANTIOQUIA","5","CARACOLÍ","5,142","CMC","2,025","15","234,000,000","URBANO"
"ANTIOQUIA","5","CAREPA","5,147","CMC","2,025","88","1,248,000,000","URBANO"
"ANTIOQUIA","5","CAROLINA","5,150","CMC","2,025","40","518,972,200","URBANO"
"ANTIOQUIA","5","CHIGORODÓ","5,172","CMC","2,025","37","577,198,880","URBANO"
"ANTIOQUIA","5","CONCEPCIÓN","5,206","CMC","2,025","20","259,486,100","URBANO"
"ANTIOQUIA","5","DABEIBA","5,234","CMC","2,025","79","1,099,680,000","URBANO"
"ANTIOQUIA","5","DONMATÍAS","5,237","CMC","2,025","10","129,743,050","URBANO"
"ANTIOQUIA","5","GIRARDOTA","5,308","CMC","2,024","10","156,000,000","URBANO"
"ANTIOQUIA","5","GIRARDOTA","5,308","CMC","2,025","4","62,400,000","URBANO"
"ANTIOQUIA","5","GÓMEZ PLATA","5,310","CMC","2,025","48","622,766,640","URBANO"
"ANTIOQUIA","5","GUARNE","5,318","CMC","2,025","9","140,400,000","URBANO"
"ANTIOQUIA","5","ITAGÜÍ","5,360","CDVD","2,021","204","2,217,609,507","URBANO"
"ANTIOQUIA","5","ITAGÜÍ","5,360","CDVD","2,022","123","1,335,760,716","URBANO"
"ANTIOQUIA","5","ITAGÜÍ","5,360","CDVD","2,024","226","3,145,920,000","URBANO"
"ANTIOQUIA","5","ITAGÜÍ","5,360","CDVD","2,025","104","1,447,680,000","URBANO"
"ANTIOQUIA","5","ITUANGO","5,361","CMC","2,025","25","324,357,625","URBANO"
"ANTIOQUIA","5","LA ESTRELLA","5,380","CDVD","2,021","21","225,514,317","URBANO"
"ANTIOQUIA","5","LA ESTRELLA","5,380","CDVD","2,022","316","3,393,453,532","URBANO"
"ANTIOQUIA","5","MEDELLÍN","5,001","CDVD","2,025","132","3,058,410,000","URBANO"
"ANTIOQUIA","5","MEDELLÍN","5,001","CMC","2,024","1","15,600,000","URBANO"
"ANTIOQUIA","5","MEDELLÍN","5,001","CMC","2,025","1,034","7,967,544,000","URBANO"
"ANTIOQUIA","5","MONTEBELLO","5,467","CMC","2,025","36","467,074,980","URBANO"
"ANTIOQUIA","5","MUTATÁ","5,480","CMC","2,025","28","436,800,000","URBANO"
"ANTIOQUIA","5","NECHÍ","5,495","CMC","2,024","13","202,066,443","URBANO"
"ANTIOQUIA","5","NECHÍ","5,495","CMC","2,025","80","1,120,290,679","URBANO"
"ANTIOQUIA","5","PEÑOL","5,541","CMC","2,024","1","15,600,000","URBANO"
"ANTIOQUIA","5","PEÑOL","5,541","CMC","2,025","3","46,800,000","URBANO"
"ANTIOQUIA","5","PEQUE","5,543","CMC","2,024","3","46,800,000","URBANO"
"ANTIOQUIA","5","PEQUE","5,543","CMC","2,025","9","140,400,000","URBANO"
"ANTIOQUIA","5","PUEBLORRICO","5,576","CMC","2,025","26","405,585,807","URBANO"
"ANTIOQUIA","5","RIONEGRO","5,615","CDVD","2,020","55","544,327,514","URBANO"
"ANTIOQUIA","5","RIONEGRO","5,615","CDVD","2,021","309","3,056,596,020","URBANO"
"ANTIOQUIA","5","RIONEGRO","5,615","CDVD","2,022","305","3,473,903,000","URBANO"
"ANTIOQUIA","5","SAN CARLOS","5,649","CMC","2,024","11","169,920,000","URBANO"
"ANTIOQUIA","5","SAN CARLOS","5,649","CMC","2,025","12","187,200,000","URBANO"
"ANTIOQUIA","5","SAN FRANCISCO","5,652","CMC","2,025","32","499,200,000","URBANO"
"ANTIOQUIA","5","SAN JOSÉ DE LA MONTAÑA","5,658","CMC","2,025","26","337,331,930","URBANO"
"ANTIOQUIA","5","SAN JUAN DE URABÁ","5,659","CMC","2,025","34","449,003,455","URBANO"
"ANTIOQUIA","5","SAN PEDRO DE URABÁ","5,665","CMC","2,025","55","713,586,775","URBANO"
"ANTIOQUIA","5","SAN VICENTE FERRER","5,674","CMC","2,025","13","168,665,965","URBANO"
"ANTIOQUIA","5","SANTA FÉ DE ANTIOQUIA","5,042","CMC","2,024","5","78,000,000","URBANO"
"ANTIOQUIA","5","SANTA FÉ DE ANTIOQUIA","5,042","CMC","2,025","5","78,000,000","URBANO"
"ANTIOQUIA","5","SANTA ROSA DE OSOS","5,686","CMC","2,025","89","1,387,743,497","URBANO"
"ANTIOQUIA","5","TARAZÁ","5,790","CMC","2,024","4","62,035,679","URBANO"
"ANTIOQUIA","5","TURBO","5,837","CDVD","2,025","171","2,667,600,000","URBANO"
"ANTIOQUIA","5","TURBO","5,837","CMC","2,024","1","15,589,480","URBANO"
"ANTIOQUIA","5","TURBO","5,837","CMC","2,025","3","46,747,152","URBANO"
"ANTIOQUIA","5","ZARAGOZA","5,895","CMC","2,025","100","1,560,000,000","URBANO"
"ARAUCA","81","ARAUCA","81,001","CDVD","2,020","178","1,757,983,675","URBANO"
"ARAUCA","81","ARAUCA","81,001","CDVD","2,024","7","97,440,000","URBANO"
"ARAUCA","81","ARAUCA","81,001","CDVD","2,025","187","2,603,040,000","URBANO"
"ARAUCA","81","ARAUCA","81,001","CMC","2,025","224","3,492,106,545","URBANO"
"ARAUCA","81","FORTUL","81,300","CMC","2,025","120","1,872,000,000","URBANO"
"ARAUCA","81","SARAVENA","81,736","CDVD","2,024","10","139,200,000","URBANO"
"ARAUCA","81","SARAVENA","81,736","CDVD","2,025","183","2,547,360,000","URBANO"
"ARAUCA","81","SARAVENA","81,736","CMC","2,025","110","1,716,000,000","URBANO"
"ARAUCA","81","TAME","81,794","CMC","2,025","101","1,575,600,000","URBANO"
"ATLÁNTICO","8","BARANOA","8,078","CMC","2,024","166","2,529,120,000","URBANO"
"ATLÁNTICO","8","BARANOA","8,078","CMC","2,025","264","4,118,399,819","URBANO"
"ATLÁNTICO","8","BARRANQUILLA","8,001","CDVD","2,022","328","3,509,741,984","URBANO"
"ATLÁNTICO","8","BARRANQUILLA","8,001","CMC","2,025","954","8,525,976,056","URBANO"
"ATLÁNTICO","8","CAMPO DE LA CRUZ","8,137","CMC","2,025","29","452,400,000","URBANO"
"ATLÁNTICO","8","CANDELARIA","8,141","CMC","2,025","88","1,372,646,894","URBANO"
"ATLÁNTICO","8","GALAPA","8,296","CMC","2,024","5","78,000,000","URBANO"
"ATLÁNTICO","8","GALAPA","8,296","CMC","2,025","197","3,073,191,178","URBANO"
"ATLÁNTICO","8","JUAN DE ACOSTA","8,372","CMC","2,024","163","2,512,560,000","URBANO"
"ATLÁNTICO","8","JUAN DE ACOSTA","8,372","CMC","2,025","244","3,806,400,000","URBANO"
"ATLÁNTICO","8","MALAMBO","8,433","CMC","2,024","75","1,099,040,567","URBANO"
"ATLÁNTICO","8","MALAMBO","8,433","CMC","2,025","384","5,990,399,937","URBANO"
"ATLÁNTICO","8","MANATÍ","8,436","CMC","2,025","104","1,622,400,000","URBANO"
"ATLÁNTICO","8","PALMAR DE VARELA","8,520","CMC","2,025","12","187,200,000","URBANO"
"ATLÁNTICO","8","PIOJÓ","8,549","CMC","2,024","62","967,200,000","URBANO"
"ATLÁNTICO","8","PIOJÓ","8,549","CMC","2,025","110","1,716,000,000","URBANO"
"ATLÁNTICO","8","PONEDERA","8,560","CMC","2,025","18","280,800,000","URBANO"
"ATLÁNTICO","8","REPELÓN","8,606","CMC","2,025","52","811,199,503","URBANO"
"ATLÁNTICO","8","SABANAGRANDE","8,634","CMC","2,025","240","2,859,717,347","URBANO"
"ATLÁNTICO","8","SABANALARGA","8,638","CMC","2,024","15","234,000,000","URBANO"
"ATLÁNTICO","8","SABANALARGA","8,638","CMC","2,025","494","7,706,392,487","URBANO"
"ATLÁNTICO","8","SANTA LUCÍA","8,675","CMC","2,025","151","2,355,576,390","URBANO"
"ATLÁNTICO","8","SANTO TOMÁS","8,685","CMC","2,024","67","1,045,181,287","URBANO"
"ATLÁNTICO","8","SANTO TOMÁS","8,685","CMC","2,025","149","2,324,400,000","URBANO"
"ATLÁNTICO","8","SOLEDAD","8,758","CDVD","2,021","894","8,833,626,468","URBANO"
"ATLÁNTICO","8","SOLEDAD","8,758","CDVD","2,022","327","3,533,859,156","URBANO"
"ATLÁNTICO","8","SOLEDAD","8,758","CMC","2,024","18","280,800,000","URBANO"
"ATLÁNTICO","8","SOLEDAD","8,758","CMC","2,025","195","2,059,132,555","URBANO"
"ATLÁNTICO","8","SUAN","8,770","CMC","2,025","262","2,978,040,000","URBANO"
"ATLÁNTICO","8","USIACURÍ","8,849","CMC","2,025","258","4,024,796,426","URBANO"
"BOGOTÁ, D.C.","11","BOGOTÁ, D.C.","11,001","CDVD","2,024","79","1,839,152,260","URBANO"
"BOGOTÁ, D.C.","11","BOGOTÁ, D.C.","11,001","CDVD","2,025","259","6,048,745,981","URBANO"
"BOLÍVAR","13","ACHÍ","13,006","CMC","2,025","52","811,199,948","URBANO"
"BOLÍVAR","13","ARENAL","13,042","CMC","2,025","78","1,085,561,230","URBANO"
"BOLÍVAR","13","ARJONA","13,052","CMC","2,025","63","982,800,000","URBANO"
"BOLÍVAR","13","CANTAGALLO","13,160","CMC","2,025","164","2,427,267,941","URBANO"
"BOLÍVAR","13","CARTAGENA DE INDIAS","13,001","CDVD","2,021","872","8,547,037,916","URBANO"
"BOLÍVAR","13","CARTAGENA DE INDIAS","13,001","CDVD","2,022","845","9,089,484,071","URBANO"
"BOLÍVAR","13","CARTAGENA DE INDIAS","13,001","CDVD","2,024","861","11,840,768,660","URBANO"
"BOLÍVAR","13","CARTAGENA DE INDIAS","13,001","CDVD","2,025","440","6,494,302,794","URBANO"
"BOLÍVAR","13","CARTAGENA DE INDIAS","13,001","CMC","2,024","34","530,135,437","URBANO"
"BOLÍVAR","13","CARTAGENA DE INDIAS","13,001","CMC","2,025","620","9,671,999,810","URBANO"
"BOLÍVAR","13","CICUCO","13,188","CMC","2,024","7","109,199,837","URBANO"
"BOLÍVAR","13","CICUCO","13,188","CMC","2,025","112","1,747,196,908","URBANO"
"BOLÍVAR","13","EL CARMEN DE BOLÍVAR","13,244","CMC","2,025","134","1,959,360,000","URBANO"
"BOLÍVAR","13","EL GUAMO","13,248","CMC","2,024","42","655,200,000","URBANO"
"BOLÍVAR","13","EL GUAMO","13,248","CMC","2,025","189","2,948,397,881","URBANO"
"BOLÍVAR","13","MAGANGUÉ","13,430","CMC","2,024","60","935,911,534","URBANO"
"BOLÍVAR","13","MAGANGUÉ","13,430","CMC","2,025","187","2,917,200,000","URBANO"
"BOLÍVAR","13","MARÍA LA BAJA","13,442","CMC","2,025","154","2,274,720,000","URBANO"
"BOLÍVAR","13","MORALES","13,473","CMC","2,025","75","1,043,762,497","URBANO"
"BOLÍVAR","13","SAN CRISTÓBAL","13,620","CMC","2,025","10","156,000,000","URBANO"
"BOLÍVAR","13","SAN JACINTO","13,654","CMC","2,025","78","1,085,760,000","URBANO"
"BOLÍVAR","13","SAN JUAN NEPOMUCENO","13,657","CMC","2,025","78","1,085,760,000","URBANO"
"BOLÍVAR","13","SAN MARTÍN DE LOBA","13,667","CMC","2,025","133","2,074,800,000","URBANO"
"BOLÍVAR","13","SAN PABLO","13,670","CMC","2,025","78","1,091,545,401","URBANO"
"BOLÍVAR","13","SANTA CATALINA","13,673","CMC","2,025","15","234,000,000","URBANO"
"BOLÍVAR","13","SANTA ROSA DEL SUR","13,688","CMC","2,025","35","546,000,000","URBANO"
"BOLÍVAR","13","SIMITÍ","13,744","CMC","2,025","78","1,085,707,622","URBANO"
"BOLÍVAR","13","TURBACO","13,836","CMC","2,025","74","1,154,400,000","URBANO"
"BOLÍVAR","13","VILLANUEVA","13,873","CMC","2,025","101","1,575,600,000","URBANO"
"BOLÍVAR","13","ZAMBRANO","13,894","CMC","2,025","79","1,099,680,000","URBANO"
"BOYACÁ","15","BETÉITIVA","15,092","CMC","2,025","18","273,000,000","URBANO"
"BOYACÁ","15","CHÍQUIZA","15,232","CMC","2,025","15","234,000,000","URBANO"
"BOYACÁ","15","CÓMBITA","15,204","CMC","2,025","8","124,800,000","URBANO"
"BOYACÁ","15","CUÍTIVA","15,226","CMC","2,025","15","232,625,328","URBANO"
"BOYACÁ","15","FLORESTA","15,276","CMC","2,025","23","350,768,278","URBANO"
"BOYACÁ","15","GUAYATÁ","15,325","CMC","2,025","20","312,000,000","URBANO"
"BOYACÁ","15","MARIPÍ","15,442","CMC","2,025","17","264,729,473","URBANO"
"BOYACÁ","15","MONIQUIRÁ","15,469","CMC","2,025","19","296,388,906","URBANO"
"BOYACÁ","15","NOBSA","15,491","CMC","2,025","17","262,056,213","URBANO"
"BOYACÁ","15","NUEVO COLÓN","15,494","CMC","2,025","20","311,994,048","URBANO"
"BOYACÁ","15","PAUNA","15,531","CMC","2,025","2","31,197,196","URBANO"
"BOYACÁ","15","SANTA ROSA DE VITERBO","15,693","CMC","2,025","6","93,600,000","URBANO"
"BOYACÁ","15","TENZA","15,798","CMC","2,025","18","273,000,000","URBANO"
"BOYACÁ","15","TOCA","15,814","CMC","2,025","18","272,980,737","URBANO"
"BOYACÁ","15","TÓPAGA","15,820","CMC","2,025","15","234,000,000","URBANO"
"BOYACÁ","15","TUNJA","15,001","CDVD","2,021","174","1,727,171,091","URBANO"
"BOYACÁ","15","TUNJA","15,001","CMC","2,025","76","1,185,600,000","URBANO"
"CALDAS","17","MANIZALES","17,001","CMC","2,025","128","978,351,153","URBANO"
"CAQUETÁ","18","EL DONCELLO","18,247","CMC","2,024","38","537,360,000","URBANO"
"CAQUETÁ","18","EL DONCELLO","18,247","CMC","2,025","10","156,000,000","URBANO"
"CAQUETÁ","18","EL PAUJÍL","18,256","CMC","2,025","20","312,000,000","URBANO"
"CAQUETÁ","18","FLORENCIA","18,001","CMC","2,024","104","1,622,400,000","URBANO"
"CAQUETÁ","18","FLORENCIA","18,001","CMC","2,025","80","1,247,822,471","URBANO"
"CAQUETÁ","18","PUERTO RICO","18,592","CMC","2,025","10","156,000,000","URBANO"
"CAQUETÁ","18","VALPARAÍSO","18,860","CMC","2,024","16","249,600,000","URBANO"
"CAQUETÁ","18","VALPARAÍSO","18,860","CMC","2,025","63","982,800,000","URBANO"
"CASANARE","85","PAZ DE ARIPORO","85,250","CMC","2,025","40","402,354,790","URBANO"
"CASANARE","85","YOPAL","85,001","CMC","2,025","327","5,071,331,739","URBANO"
"CAUCA","19","ARGELIA","19,050","CMC","2,025","9","230,607,000","URBANO"
"CAUCA","19","CAJIBÍO","19,130","CMC","2,024","14","194,880,000","URBANO"
"CAUCA","19","CAJIBÍO","19,130","CMC","2,025","66","918,720,000","URBANO"
"CAUCA","19","CALOTO","19,142","CMC","2,025","75","1,042,445,716","URBANO"
"CAUCA","19","CORINTO","19,212","CMC","2,025","72","1,002,240,000","URBANO"
"CAUCA","19","EL TAMBO","19,256","CMC","2,024","27","375,840,000","URBANO"
"CAUCA","19","EL TAMBO","19,256","CMC","2,025","51","711,600,000","URBANO"
"CAUCA","19","GUACHENÉ","19,300","CMC","2,025","1","15,600,000","URBANO"
"CAUCA","19","MORALES","19,473","CMC","2,025","60","835,200,000","URBANO"
"CAUCA","19","PATÍA","19,532","CMC","2,025","9","140,400,000","URBANO"
"CAUCA","19","PIENDAMÓ - TUNÍA","19,548","CMC","2,025","17","265,200,000","URBANO"
"CAUCA","19","POPAYÁN","19,001","CDVD","2,022","221","2,632,126,639","URBANO"
"CAUCA","19","POPAYÁN","19,001","CMC","2,025","157","2,449,192,150","URBANO"
"CAUCA","19","SANTANDER DE QUILICHAO","19,698","CMC","2,025","3","46,800,000","URBANO"
"CAUCA","19","SUÁREZ","19,780","CMC","2,025","1","15,600,000","URBANO"
"CAUCA","19","TIMBÍO","19,807","CMC","2,025","23","358,800,000","URBANO"
"CAUCA","19","TIMBIQUÍ","19,809","CMC","2,025","59","821,280,000","URBANO"
"CESAR","20","CHIRIGUANÁ","20,178","CMC","2,025","57","889,200,000","URBANO"
"CESAR","20","EL COPEY","20,238","CMC","2,025","57","889,200,000","URBANO"
"CESAR","20","GONZÁLEZ","20,310","CMC","2,025","57","889,200,000","URBANO"
"CESAR","20","LA GLORIA","20,383","CMC","2,025","57","889,200,000","URBANO"
"CESAR","20","LA JAGUA DE IBIRICO","20,400","CMC","2,025","57","889,200,000","URBANO"
"CESAR","20","PUEBLO BELLO","20,570","CMC","2,024","10","156,000,000","URBANO"
"CESAR","20","PUEBLO BELLO","20,570","CMC","2,025","210","3,276,000,000","URBANO"
"CESAR","20","SAN DIEGO","20,750","CMC","2,025","119","1,752,239,806","URBANO"
"CESAR","20","TAMALAMEQUE","20,787","CMC","2,025","116","1,809,600,000","URBANO"
"CESAR","20","VALLEDUPAR","20,001","CDVD","2,020","63","620,112,956","URBANO"
"CESAR","20","VALLEDUPAR","20,001","CDVD","2,021","253","2,471,385,824","URBANO"
"CESAR","20","VALLEDUPAR","20,001","CDVD","2,022","103","1,122,197,626","URBANO"
"CESAR","20","VALLEDUPAR","20,001","CMC","2,025","96","1,497,600,000","URBANO"
"CHOCÓ","27","ACANDÍ","27,006","CMC","2,025","265","6,201,000,000","URBANO"
"CHOCÓ","27","NUQUÍ","27,495","CMC","2,024","15","233,923,370","URBANO"
"CHOCÓ","27","NUQUÍ","27,495","CMC","2,025","78","1,346,830,360","URBANO"
"CHOCÓ","27","QUIBDÓ","27,001","CMC","2,025","33","756,600,000","URBANO"
"CHOCÓ","27","UNGUÍA","27,800","CMC","2,025","77","1,071,840,000","URBANO"
"CÓRDOBA","23","AYAPEL","23,068","CDVD","2,021","539","3,342,270,097","URBANO"
"CÓRDOBA","23","CANALETE","23,090","CMC","2,025","261","4,071,385,962","URBANO"
"CÓRDOBA","23","CHINÚ","23,182","CMC","2,025","9","140,400,000","URBANO"
"CÓRDOBA","23","CIÉNAGA DE ORO","23,189","CMC","2,025","197","3,073,200,000","URBANO"
"CÓRDOBA","23","COTORRA","23,300","CMC","2,024","3","46,800,000","URBANO"
"CÓRDOBA","23","COTORRA","23,300","CMC","2,025","252","3,931,200,000","URBANO"
